chromosomes,start_position,end_position,dataset,score,dataset_strand,product,phase,time_after_exposure,sample_strand,replicate,real_sim
chr10,100350000,101300000,LRD,-0.8357,.,64_PP,early,12,-,_,0.809095869775617
chr10,101350000,102300000,ERD,0.9114,.,64_PP,early,12,-,_,0.836810793326033
chr10,103450000,106000000,ERD,0.7346,.,64_PP,early,12,-,_,0.769903062949849
chr10,106450000,107850000,LRD,-0.9836,.,64_PP,early,12,-,_,0.880955000102766
chr10,108550000,109200000,LRD,-1.0147,.,64_PP,early,12,-,_,0.79143321265943
chr10,109650000,111450000,LRD,-0.9919,.,64_PP,early,12,-,_,0.859284708157353
chr10,111750000,112450000,ERD,0.7422,.,64_PP,early,12,-,_,0.892647000216299
chr10,117050000,118350000,LRD,-1.1393,.,64_PP,early,12,-,_,1.77204840662326
chr10,119450000,120250000,LRD,-1.0712,.,64_PP,early,12,-,_,1.1011528002516
chr10,122050000,123300000,LRD,-1.2665,.,64_PP,early,12,-,_,0.921507980734143
chr10,125000000,125650000,LRD,-0.6235,.,64_PP,early,12,-,_,0.975343313225366
chr10,130200000,131550000,LRD,-1.1172,.,64_PP,early,12,-,_,0.895888943856952
chr10,132650000,133450000,LRD,-1.0952,.,64_PP,early,12,-,_,1.07354023476947
chr11,200000,1150000,ERD,0.9698,.,64_PP,early,12,-,_,0.891271440896404
chr11,4350000,5100000,LRD,-0.9295,.,64_PP,early,12,-,_,0.694804534449881
chr11,5700000,6200000,LRD,-0.7911,.,64_PP,early,12,-,_,0.655595571462796
chr11,6950000,7400000,LRD,-1.0392,.,64_PP,early,12,-,_,0.67807118653675
chr11,8950000,9750000,ERD,0.6606,.,64_PP,early,12,-,_,0.554075144210171
chr11,14900000,15800000,LRD,-0.9839,.,64_PP,early,12,-,_,1.09275945408952
chr11,20800000,23100000,LRD,-0.9919,.,64_PP,early,12,-,_,0.787657155428145
chr11,26500000,26950000,LRD,-0.5927,.,64_PP,early,12,-,_,0.479834629362941
chr11,29800000,31150000,LRD,-1.2216,.,64_PP,early,12,-,_,0.850600794939883
chr11,31200000,31650000,LRD,-0.6402,.,64_PP,early,12,-,_,0.77460946193896
chr11,36800000,37350000,LRD,-1.1229,.,64_PP,early,12,-,_,0.950316648772464
chr11,37900000,38800000,LRD,-0.5026,.,64_PP,early,12,-,_,0.840755905210925
chr11,38850000,41750000,LRD,-1.0711,.,64_PP,early,12,-,_,0.86245230640372
chr11,42550000,43100000,LRD,-1.1465,.,64_PP,early,12,-,_,0.92300486034826
chr11,48500000,49900000,LRD,-0.903,.,64_PP,early,12,-,_,0.599204594883931
chr11,50150000,55800000,LRD,-1.5371,.,64_PP,early,12,-,_,0.756174492778972
chr11,55850000,56750000,LRD,-1.1832,.,64_PP,early,12,-,_,1.28176027050024
chr11,57900000,58250000,LRD,-0.8199,.,64_PP,early,12,-,_,0.906010451819713
chr11,60050000,60400000,LRD,-0.9505,.,64_PP,early,12,-,_,0.651299705919561
chr11,78550000,80200000,LRD,-0.8818,.,64_PP,early,12,-,_,0.743058294854451
chr11,80900000,82250000,LRD,-1.0358,.,64_PP,early,12,-,_,0.638056332417642
chr11,83900000,85150000,LRD,-1.0453,.,64_PP,early,12,-,_,0.697213980471367
chr11,85550000,86850000,ERD,0.7881,.,64_PP,early,12,-,_,0.889113640079189
chr11,88550000,90400000,LRD,-1.2736,.,64_PP,early,12,-,_,0.8124127442166
chr11,90450000,91750000,LRD,-0.7306,.,64_PP,early,12,-,_,0.691356432282799
chr11,91800000,92600000,LRD,-1.334,.,64_PP,early,12,-,_,0.952446319647564
chr11,95000000,95300000,LRD,-0.7418,.,64_PP,early,12,-,_,0.780511933957263
chr11,99700000,100250000,LRD,-0.7496,.,64_PP,early,12,-,_,0.738975947176829
chr11,101000000,101450000,LRD,-0.6785,.,64_PP,early,12,-,_,0.674722773953195
chr11,101900000,103100000,ERD,0.9891,.,64_PP,early,12,-,_,1.17280498221333
chr11,104850000,105200000,ERD,0.7406,.,64_PP,early,12,-,_,2.21083322009108
chr11,106100000,107200000,LRD,-1.4087,.,64_PP,early,12,-,_,1.32420295170005
chr11,109100000,109550000,LRD,-1.6606,.,64_PP,early,12,-,_,1.08554070282235
chr11,109600000,110600000,ERD,0.6069,.,64_PP,early,12,-,_,1.33440293439291
chr11,110650000,111150000,LRD,-1.292,.,64_PP,early,12,-,_,1.31242535299337
chr11,112500000,112700000,LRD,-1.1238,.,64_PP,early,12,-,_,1.64694946304846
chr11,114550000,116350000,LRD,-1.2986,.,64_PP,early,12,-,_,1.27723921000319
chr11,118100000,119350000,ERD,1.1129,.,64_PP,early,12,-,_,1.47752976795578
chr11,121900000,124250000,ERD,0.6875,.,64_PP,early,12,-,_,1.41674400595002
chr11,126650000,128000000,LRD,-1.2559,.,64_PP,early,12,-,_,1.22003485970276
chr11,128050000,128600000,LRD,-0.6477,.,64_PP,early,12,-,_,1.58865663341524
chr11,129650000,130200000,ERD,1.1189,.,64_PP,early,12,-,_,1.22504237038248
chr11,130900000,131150000,LRD,-1.5068,.,64_PP,early,12,-,_,1.24587637638375
chr11,131200000,134400000,LRD,-0.8516,.,64_PP,early,12,-,_,1.31037841931798
chr11,134450000,134950000,LRD,-1.6142,.,64_PP,early,12,-,_,1.27597157606873
chr12,3600000,4350000,LRD,-0.7066,.,64_PP,early,12,-,_,0.928327835980158
chr12,5050000,5800000,LRD,-1.0976,.,64_PP,early,12,-,_,0.994319177255349
chr12,8750000,10900000,ERD,0.9594,.,64_PP,early,12,-,_,0.912377124387719
chr12,12400000,13450000,ERD,0.6999,.,64_PP,early,12,-,_,0.862568944726814
chr12,13800000,14250000,LRD,-1.2101,.,64_PP,early,12,-,_,1.03971629007023
chr12,14300000,14650000,LRD,-0.6091,.,64_PP,early,12,-,_,0.749155941014814
chr12,16550000,19000000,LRD,-1.2518,.,64_PP,early,12,-,_,0.881807216353237
chr12,19500000,20700000,ERD,0.8376,.,64_PP,early,12,-,_,0.803657854337168
chr12,21950000,22450000,LRD,-0.7443,.,64_PP,early,12,-,_,1.04148180273511
chr12,23050000,25050000,LRD,-1.1726,.,64_PP,early,12,-,_,0.949842276024106
chr12,33400000,38450000,LRD,-1.3069,.,64_PP,early,12,-,_,0.657839099987322
chr12,41400000,42250000,LRD,-1.119,.,64_PP,early,12,-,_,0.716271131186582
chr12,43250000,43900000,LRD,-0.702,.,64_PP,early,12,-,_,0.768158862632653
chr12,45000000,45400000,LRD,-0.6485,.,64_PP,early,12,-,_,0.73904007484771
chr12,49050000,51750000,ERD,0.537,.,64_PP,early,12,-,_,0.607630168166724
chr12,56100000,58500000,ERD,0.6702,.,64_PP,early,12,-,_,0.79557590879176
chr12,61250000,62350000,LRD,-0.5277,.,64_PP,early,12,-,_,1.06336455010182
chr12,63650000,64000000,LRD,-0.51,.,64_PP,early,12,-,_,0.812884948622229
chr12,66650000,68500000,LRD,-1.0351,.,64_PP,early,12,-,_,1.02975355565092
chr12,68950000,70150000,ERD,0.7275,.,64_PP,early,12,-,_,0.898288504316572
chr12,72600000,73800000,LRD,-1.2341,.,64_PP,early,12,-,_,0.844396207342629
chr12,73850000,74450000,LRD,-0.7443,.,64_PP,early,12,-,_,0.820431512796271
chr12,77700000,78250000,LRD,-1.0968,.,64_PP,early,12,-,_,0.889413077590802
chr12,95650000,97200000,ERD,0.6046,.,64_PP,early,12,-,_,0.987883818290046
chr12,97250000,98550000,LRD,-1.1299,.,64_PP,early,12,-,_,0.913379359763766
chr12,99400000,100200000,LRD,-1.2364,.,64_PP,early,12,-,_,0.788389391365951
chr12,101000000,101850000,LRD,-1.0264,.,64_PP,early,12,-,_,1.07465123889726
chr12,103200000,103950000,LRD,-1.139,.,64_PP,early,12,-,_,0.897820647418677
chr12,104000000,105850000,ERD,0.5775,.,64_PP,early,12,-,_,0.968668142564476
chr12,110500000,111050000,ERD,1.0346,.,64_PP,early,12,-,_,0.752626543686318
chr12,111950000,112950000,ERD,0.7637,.,64_PP,early,12,-,_,0.729162443063832
chr12,114600000,114900000,LRD,-0.9832,.,64_PP,early,12,-,_,0.958889949244045
chr12,115600000,116200000,LRD,-1.1001,.,64_PP,early,12,-,_,1.1569849597268
chr12,119150000,119500000,LRD,-0.9785,.,64_PP,early,12,-,_,0.817122672012502
chr12,120250000,124250000,ERD,0.6842,.,64_PP,early,12,-,_,0.795287832766824
chr12,125100000,125600000,ERD,0.6231,.,64_PP,early,12,-,_,0.80147521745622
chr12,125950000,127400000,LRD,-1.1919,.,64_PP,early,12,-,_,0.985141329918879
chr12,127850000,130350000,LRD,-0.9676,.,64_PP,early,12,-,_,0.884520224026248
chr13,19050000,19950000,LRD,-1.6533,.,64_PP,early,12,-,_,1.40201675950313
chr13,20000000,22350000,ERD,0.589,.,64_PP,early,12,-,_,1.25758464927718
chr13,22400000,22650000,LRD,-1.0313,.,64_PP,early,12,-,_,1.37900024920973
chr13,22700000,23200000,LRD,-1.6138,.,64_PP,early,12,-,_,1.3702356337545
chr13,23250000,23850000,LRD,-0.9507,.,64_PP,early,12,-,_,1.19684607311256
chr13,26100000,26650000,LRD,-0.9873,.,64_PP,early,12,-,_,1.26556560398974
chr13,27450000,28350000,ERD,0.6229,.,64_PP,early,12,-,_,1.40907316838198
chr13,29850000,31250000,ERD,0.5622,.,64_PP,early,12,-,_,1.67299607563168
chr13,35600000,36050000,LRD,-0.9751,.,64_PP,early,12,-,_,1.57741807528669
chr13,38200000,38350000,ERD,1.4035,.,64_PP,early,12,-,_,2.4374021891725
chr13,39250000,40150000,LRD,-0.7052,.,64_PP,early,12,-,_,1.50673708836853
chr13,41250000,44350000,ERD,0.6227,.,64_PP,early,12,-,_,1.49683931214801
chr13,44400000,46150000,ERD,1.0755,.,64_PP,early,12,-,_,1.39753222329919
chr13,48650000,50850000,ERD,1.1312,.,64_PP,early,12,-,_,1.30390442582543
chr13,51950000,53100000,ERD,0.7052,.,64_PP,early,12,-,_,1.53399763439482
chr13,53550000,55750000,LRD,-1.1342,.,64_PP,early,12,-,_,1.19350233461211
chr13,56450000,58950000,LRD,-0.6703,.,64_PP,early,12,-,_,0.899395023164607
chr13,59000000,60100000,LRD,-1.2774,.,64_PP,early,12,-,_,0.846995112649293
chr13,61300000,62550000,LRD,-1.3561,.,64_PP,early,12,-,_,0.85694210374426
chr13,71350000,73050000,LRD,-1.3938,.,64_PP,early,12,-,_,0.94268017205262
chr13,73500000,74250000,ERD,0.84,.,64_PP,early,12,-,_,0.879799392988013
chr13,75000000,75650000,LRD,-1.2265,.,64_PP,early,12,-,_,0.975186827740012
chr13,76750000,77300000,LRD,-1.2499,.,64_PP,early,12,-,_,0.999761151630683
chr13,78150000,79650000,LRD,-1.2001,.,64_PP,early,12,-,_,0.952939675935419
chr13,80750000,81600000,LRD,-1.1769,.,64_PP,early,12,-,_,0.712560748827459
chr13,81650000,82450000,LRD,-0.6194,.,64_PP,early,12,-,_,1.03868744461075
chr13,93750000,95050000,LRD,-1.3116,.,64_PP,early,12,-,_,1.03189977330347
chr13,96950000,97450000,LRD,-1.3339,.,64_PP,early,12,-,_,0.916017996406766
chr13,102550000,103000000,LRD,-0.7377,.,64_PP,early,12,-,_,1.04734066566861
chr13,103800000,105850000,LRD,-1.2561,.,64_PP,early,12,-,_,0.965479407143737
chr13,105900000,106850000,LRD,-0.7221,.,64_PP,early,12,-,_,1.12696850679794
chr13,106900000,108450000,LRD,-1.1968,.,64_PP,early,12,-,_,0.96792699189525
chr13,108500000,109200000,LRD,-0.6562,.,64_PP,early,12,-,_,0.915270732492137
chr13,112250000,112950000,LRD,-0.8552,.,64_PP,early,12,-,_,1.06671560725096
chr13,113800000,114200000,ERD,0.767,.,64_PP,early,12,-,_,0.863978905591161
chr14,19050000,20500000,LRD,-1.6831,.,64_PP,early,12,-,_,1.72225097410039
chr14,21600000,21950000,ERD,0.8641,.,64_PP,early,12,-,_,0.913196114308311
chr14,23100000,23800000,ERD,0.7179,.,64_PP,early,12,-,_,0.799921765426006
chr14,25750000,27100000,LRD,-1.3171,.,64_PP,early,12,-,_,0.901179510324489
chr14,27550000,28700000,LRD,-0.8798,.,64_PP,early,12,-,_,1.01395618253978
chr14,29300000,30850000,LRD,-1.3327,.,64_PP,early,12,-,_,0.917808505225751
chr14,31300000,32050000,ERD,0.775,.,64_PP,early,12,-,_,0.849774760194817
chr14,33350000,34050000,LRD,-1.0475,.,64_PP,early,12,-,_,1.04450490919955
chr14,34850000,36100000,ERD,1.0186,.,64_PP,early,12,-,_,0.720114103964191
chr14,39550000,40150000,ERD,0.6238,.,64_PP,early,12,-,_,0.761319238899505
chr14,40200000,42200000,LRD,-0.5461,.,64_PP,early,12,-,_,0.891036599606631
chr14,46100000,49150000,LRD,-1.0372,.,64_PP,early,12,-,_,0.787878212126089
chr14,49850000,51400000,ERD,0.6708,.,64_PP,early,12,-,_,0.883300772310844
chr14,52450000,53700000,ERD,0.6754,.,64_PP,early,12,-,_,0.889824633465874
chr14,54900000,56600000,ERD,0.6628,.,64_PP,early,12,-,_,0.916494458556628
chr14,56650000,58400000,LRD,-0.7186,.,64_PP,early,12,-,_,1.02847538150345
chr14,63950000,65150000,ERD,0.823,.,64_PP,early,12,-,_,0.829143456352368
chr14,73500000,76100000,ERD,0.7704,.,64_PP,early,12,-,_,0.820620818088489
chr14,78600000,79850000,LRD,-1.1938,.,64_PP,early,12,-,_,0.986675314946532
chr14,82300000,83900000,LRD,-1.1892,.,64_PP,early,12,-,_,0.897895728667982
chr14,88100000,88650000,LRD,-1.0966,.,64_PP,early,12,-,_,0.990260824017798
chr14,94750000,95200000,LRD,-0.7454,.,64_PP,early,12,-,_,0.829541687075985
chr14,97450000,99650000,LRD,-1.0828,.,64_PP,early,12,-,_,0.905941528175584
chr14,102150000,104450000,ERD,0.5957,.,64_PP,early,12,-,_,0.708523650187907
chr14,105850000,107300000,LRD,-1.3419,.,64_PP,early,12,-,_,4.62689550903827
chr15,20050000,22200000,LRD,-1.2227,.,64_PP,early,12,-,_,0.951291786136034
chr15,23500000,28200000,LRD,-1.1454,.,64_PP,early,12,-,_,0.664820977657648
chr15,29200000,29800000,LRD,-1.0778,.,64_PP,early,12,-,_,0.938517279468901
chr15,32050000,32700000,LRD,-0.6413,.,64_PP,early,12,-,_,1.31078546935297
chr15,32750000,32900000,ERD,2.0344,.,64_PP,early,12,-,_,1.43231243170516
chr15,34350000,35400000,ERD,0.8502,.,64_PP,early,12,-,_,0.99036124766417
chr15,37600000,38400000,LRD,-1.4515,.,64_PP,early,12,-,_,0.907130155440687
chr15,40100000,42050000,ERD,0.7104,.,64_PP,early,12,-,_,0.59459826791608
chr15,46200000,47250000,LRD,-0.7182,.,64_PP,early,12,-,_,0.689616095168399
chr15,53350000,55250000,LRD,-1.1342,.,64_PP,early,12,-,_,0.644494140010982
chr15,58950000,60050000,ERD,0.6417,.,64_PP,early,12,-,_,0.620001070020426
chr15,61250000,61950000,LRD,-1.0202,.,64_PP,early,12,-,_,0.812408330332884
chr15,81550000,82250000,LRD,-1.0513,.,64_PP,early,12,-,_,0.665052185488883
chr15,84200000,84800000,LRD,-0.8812,.,64_PP,early,12,-,_,0.557089877635455
chr15,85100000,86200000,ERD,0.5058,.,64_PP,early,12,-,_,0.631678085239899
chr15,86650000,87950000,LRD,-1.0416,.,64_PP,early,12,-,_,0.711059399602061
chr15,88500000,89000000,LRD,-0.7906,.,64_PP,early,12,-,_,0.743893535179718
chr15,90150000,91450000,ERD,0.522,.,64_PP,early,12,-,_,0.574254153930652
chr15,93850000,94400000,LRD,-0.9485,.,64_PP,early,12,-,_,0.554898843350215
chr15,94450000,95000000,LRD,-0.6228,.,64_PP,early,12,-,_,0.659277048773348
chr15,95700000,97300000,LRD,-1.0332,.,64_PP,early,12,-,_,0.785494188474124
chr15,98500000,98800000,LRD,-1.0099,.,64_PP,early,12,-,_,0.724601130691157
chr16,5450000,8000000,LRD,-1.2066,.,64_PP,early,12,-,_,0.867586015668201
chr16,8050000,8500000,LRD,-0.6492,.,64_PP,early,12,-,_,0.926182591092615
chr16,9600000,10250000,LRD,-1.2902,.,64_PP,early,12,-,_,0.98342634150683
chr16,11650000,12150000,ERD,0.9096,.,64_PP,early,12,-,_,0.799210825254637
chr16,12900000,13700000,LRD,-1.1463,.,64_PP,early,12,-,_,0.897690381515031
chr16,14050000,16600000,ERD,0.8112,.,64_PP,early,12,-,_,1.0329104385861
chr16,16650000,18300000,LRD,-1.3552,.,64_PP,early,12,-,_,1.07194703358622
chr16,18350000,19200000,ERD,0.5388,.,64_PP,early,12,-,_,1.289491527923
chr16,20150000,20600000,LRD,-0.9857,.,64_PP,early,12,-,_,1.27745974809188
chr16,25600000,26950000,LRD,-1.3355,.,64_PP,early,12,-,_,0.908021087405219
chr16,28200000,31300000,ERD,0.8078,.,64_PP,early,12,-,_,0.868587264219173
chr16,31800000,35300000,LRD,-1.4751,.,64_PP,early,12,-,_,0.948506413415808
chr16,48950000,49750000,LRD,-1.0316,.,64_PP,early,12,-,_,0.936444384938804
chr16,50800000,51550000,LRD,-1.0371,.,64_PP,early,12,-,_,0.861710412810893
chr16,52300000,52850000,LRD,-1.2977,.,64_PP,early,12,-,_,0.933498892312526
chr16,54600000,55300000,LRD,-1.0904,.,64_PP,early,12,-,_,0.948970401581441
chr16,56450000,59050000,ERD,0.5653,.,64_PP,early,12,-,_,0.839288469960118
chr16,59100000,61650000,LRD,-1.1284,.,64_PP,early,12,-,_,0.85111793538116
chr16,62250000,62600000,LRD,-1.2543,.,64_PP,early,12,-,_,0.82854298682371
chr16,62650000,65200000,LRD,-0.8194,.,64_PP,early,12,-,_,0.836992071969157
chr16,65250000,66100000,LRD,-1.1452,.,64_PP,early,12,-,_,0.970865208100122
chr16,66150000,70900000,ERD,0.5952,.,64_PP,early,12,-,_,0.780531503547536
chr16,74400000,75950000,ERD,0.5877,.,64_PP,early,12,-,_,0.822853335982797
chr16,76000000,80250000,LRD,-1.0507,.,64_PP,early,12,-,_,0.988544946778949
chr17,5700000,6000000,LRD,-0.6047,.,64_PP,early,12,-,_,0.996948005340645
chr17,6800000,8350000,ERD,0.6768,.,64_PP,early,12,-,_,0.704560959308235
chr17,10850000,11650000,LRD,-1.2732,.,64_PP,early,12,-,_,0.895822259738838
chr17,12200000,14950000,LRD,-1.2206,.,64_PP,early,12,-,_,0.891557556630705
chr17,18300000,19150000,ERD,1.0178,.,64_PP,early,12,-,_,1.59746408129679
chr17,21450000,25350000,LRD,-1.1582,.,64_PP,early,12,-,_,1.01549315495922
chr17,25400000,30950000,ERD,0.5576,.,64_PP,early,12,-,_,0.912121081322132
chr17,31150000,31800000,LRD,-1.2991,.,64_PP,early,12,-,_,0.867220405379242
chr17,31850000,32400000,LRD,-0.9527,.,64_PP,early,12,-,_,0.993371515794009
chr17,32450000,33000000,LRD,-0.5934,.,64_PP,early,12,-,_,0.97794644995772
chr17,36800000,39250000,ERD,0.6353,.,64_PP,early,12,-,_,0.831059296276394
chr17,39900000,46250000,ERD,0.8776,.,64_PP,early,12,-,_,0.982902864154326
chr17,46900000,49400000,ERD,0.5715,.,64_PP,early,12,-,_,0.78977904670005
chr17,49850000,53150000,LRD,-1.0973,.,64_PP,early,12,-,_,0.834445276811248
chr17,54850000,55350000,ERD,0.7028,.,64_PP,early,12,-,_,0.860946385587906
chr17,57350000,58850000,ERD,0.8246,.,64_PP,early,12,-,_,0.876285084145273
chr17,59550000,63100000,ERD,0.6497,.,64_PP,early,12,-,_,0.963923396136612
chr17,68750000,70150000,LRD,-1.2766,.,64_PP,early,12,-,_,0.985301327070473
chr17,71700000,72000000,LRD,-0.6734,.,64_PP,early,12,-,_,0.965950392671416
chr18,1250000,1750000,LRD,-1.2801,.,64_PP,early,12,-,_,0.984557196256073
chr18,2600000,4050000,ERD,0.877,.,64_PP,early,12,-,_,0.963405703189959
chr18,4400000,6500000,LRD,-1.1832,.,64_PP,early,12,-,_,0.941123209080699
chr18,8850000,10050000,ERD,0.7855,.,64_PP,early,12,-,_,0.869780904519421
chr18,11800000,13050000,ERD,0.8204,.,64_PP,early,12,-,_,0.849583459391753
chr18,14200000,15450000,LRD,-1.2105,.,64_PP,early,12,-,_,0.98621066283392
chr18,18550000,19550000,ERD,0.7155,.,64_PP,early,12,-,_,0.81820938346865
chr18,20450000,22400000,ERD,0.6267,.,64_PP,early,12,-,_,0.937341653813864
chr18,22450000,23400000,LRD,-1.1297,.,64_PP,early,12,-,_,1.05335362129319
chr18,24550000,25150000,LRD,-1.5338,.,64_PP,early,12,-,_,0.89189718197956
chr18,25200000,25450000,LRD,-0.5496,.,64_PP,early,12,-,_,1.15505393426963
chr18,27200000,28750000,LRD,-0.6104,.,64_PP,early,12,-,_,0.976469849750694
chr18,30350000,31800000,LRD,-1.445,.,64_PP,early,12,-,_,0.921061358210933
chr18,35400000,36450000,LRD,-1.5253,.,64_PP,early,12,-,_,1.09515104571555
chr18,39850000,40350000,LRD,-0.9759,.,64_PP,early,12,-,_,0.942811948436101
chr18,40400000,42050000,LRD,-1.4514,.,64_PP,early,12,-,_,0.942677239029093
chr18,48950000,51450000,LRD,-1.1986,.,64_PP,early,12,-,_,1.00447233259066
chr18,53000000,54050000,LRD,-1.3327,.,64_PP,early,12,-,_,1.01508860153535
chr18,58700000,59500000,LRD,-1.251,.,64_PP,early,12,-,_,1.03677172162432
chr18,59950000,61700000,ERD,0.7445,.,64_PP,early,12,-,_,1.00753761812969
chr18,61950000,62450000,LRD,-0.9908,.,64_PP,early,12,-,_,1.082008096905
chr18,67900000,68450000,ERD,0.5118,.,64_PP,early,12,-,_,0.950441831323093
chr18,68500000,70700000,LRD,-0.5778,.,64_PP,early,12,-,_,1.04291000607967
chr18,73150000,73800000,LRD,-1.5246,.,64_PP,early,12,-,_,0.949871531518969
chr18,75150000,76650000,LRD,-1.313,.,64_PP,early,12,-,_,1.07862981259747
chr19,100000,11950000,ERD,0.5179,.,64_PP,early,12,-,_,0.720538901163573
chr19,12000000,12550000,LRD,-0.8924,.,64_PP,early,12,-,_,0.626552775327388
chr19,20100000,29900000,LRD,-1.2418,.,64_PP,early,12,-,_,0.850397532260846
chr19,30750000,32650000,LRD,-1.0197,.,64_PP,early,12,-,_,0.869075583790948
chr19,36850000,37600000,LRD,-1.3284,.,64_PP,early,12,-,_,0.651594661540256
chr19,37650000,38100000,LRD,-0.9782,.,64_PP,early,12,-,_,0.745237887336945
chr19,38700000,39350000,ERD,1.0116,.,64_PP,early,12,-,_,1.0024097570228
chr19,40850000,43300000,ERD,0.6195,.,64_PP,early,12,-,_,1.1743933919886
chr19,43350000,44400000,ERD,1.1703,.,64_PP,early,12,-,_,1.26042853946871
chr19,45100000,48350000,ERD,0.9636,.,64_PP,early,12,-,_,0.98225650230745
chr19,48400000,50650000,ERD,0.59,.,64_PP,early,12,-,_,0.696188079034757
chr19,52150000,54100000,LRD,-0.6848,.,64_PP,early,12,-,_,1.06153529848293
chr19,57050000,57500000,LRD,-1.6458,.,64_PP,early,12,-,_,1.06677708879465
chr2,850000,1350000,LRD,-1.0245,.,64_PP,early,12,-,_,0.913289501132512
chr2,2050000,2850000,LRD,-1.1996,.,64_PP,early,12,-,_,0.858218432370394
chr2,3950000,8600000,LRD,-0.888,.,64_PP,early,12,-,_,0.83912128491586
chr2,12250000,15150000,LRD,-1.0191,.,64_PP,early,12,-,_,0.848056030153178
chr2,16000000,19750000,LRD,-1.0801,.,64_PP,early,12,-,_,0.855021473881225
chr2,20150000,21250000,ERD,0.5154,.,64_PP,early,12,-,_,0.893630780467562
chr2,22050000,23350000,LRD,-1.1133,.,64_PP,early,12,-,_,0.869013103408269
chr2,24150000,29650000,ERD,0.6206,.,64_PP,early,12,-,_,0.831917645526045
chr2,29700000,31900000,LRD,-0.6371,.,64_PP,early,12,-,_,0.93623066072488
chr2,31950000,32850000,ERD,0.5165,.,64_PP,early,12,-,_,0.791576400691172
chr2,33350000,35150000,LRD,-1.024,.,64_PP,early,12,-,_,0.828785878968988
chr2,36400000,37600000,ERD,0.7692,.,64_PP,early,12,-,_,1.05204156887192
chr2,38800000,39500000,ERD,0.9406,.,64_PP,early,12,-,_,0.879004110471352
chr2,41250000,41750000,LRD,-1.4852,.,64_PP,early,12,-,_,1.37840067635662
chr2,46350000,47650000,ERD,0.6633,.,64_PP,early,12,-,_,0.891051105841229
chr2,49000000,50650000,LRD,-1.1747,.,64_PP,early,12,-,_,0.906285857559311
chr2,51000000,51900000,LRD,-0.5655,.,64_PP,early,12,-,_,1.14993546533406
chr2,55250000,56350000,ERD,0.9493,.,64_PP,early,12,-,_,0.892378055241101
chr2,59100000,60700000,LRD,-1.3699,.,64_PP,early,12,-,_,0.93518018525796
chr2,66050000,66950000,LRD,-0.8671,.,64_PP,early,12,-,_,1.09177175473608
chr2,69200000,70600000,ERD,0.738,.,64_PP,early,12,-,_,0.825849063633898
chr2,74050000,75050000,ERD,0.7849,.,64_PP,early,12,-,_,0.861935796791395
chr2,79850000,80200000,LRD,-0.6481,.,64_PP,early,12,-,_,0.964536726671885
chr2,80250000,81750000,LRD,-1.1444,.,64_PP,early,12,-,_,0.942787575660663
chr2,81800000,84650000,LRD,-0.5101,.,64_PP,early,12,-,_,1.07129485959822
chr2,87150000,88200000,ERD,1.0483,.,64_PP,early,12,-,_,3.4795933425653
chr2,89350000,92350000,LRD,-1.1036,.,64_PP,early,12,-,_,1.7342580039214
chr2,100350000,100800000,LRD,-0.9209,.,64_PP,early,12,-,_,1.08575498412944
chr2,103650000,105550000,LRD,-1.14,.,64_PP,early,12,-,_,0.841443446777362
chr2,106500000,108800000,LRD,-1.2224,.,64_PP,early,12,-,_,1.23168534910507
chr2,110350000,111150000,ERD,1.3383,.,64_PP,early,12,-,_,2.78941537963822
chr2,112100000,112950000,ERD,1.0583,.,64_PP,early,12,-,_,2.04646484255676
chr2,113000000,113650000,ERD,1.4717,.,64_PP,early,12,-,_,1.34086868674565
chr2,114850000,118500000,LRD,-1.1048,.,64_PP,early,12,-,_,1.09910700116026
chr2,122850000,127600000,LRD,-1.1272,.,64_PP,early,12,-,_,1.16403729411331
chr2,127900000,128900000,ERD,1.208,.,64_PP,early,12,-,_,1.24876341050193
chr2,129300000,130800000,LRD,-1.4229,.,64_PP,early,12,-,_,1.20469787140538
chr2,131350000,132100000,ERD,0.5025,.,64_PP,early,12,-,_,1.62533547461105
chr2,132500000,132900000,LRD,-1.702,.,64_PP,early,12,-,_,1.28984160279919
chr2,137350000,138550000,LRD,-0.5415,.,64_PP,early,12,-,_,1.6935562462744
chr2,139750000,140400000,LRD,-1.0112,.,64_PP,early,12,-,_,1.67365692996056
chr2,142900000,143900000,ERD,1.0165,.,64_PP,early,12,-,_,1.47129730126242
chr2,148000000,149100000,LRD,-0.5385,.,64_PP,early,12,-,_,1.78254110383767
chr2,154400000,156300000,LRD,-0.5196,.,64_PP,early,12,-,_,1.57709351797152
chr2,158250000,159450000,LRD,-0.9032,.,64_PP,early,12,-,_,1.38049292962135
chr2,159500000,162250000,ERD,0.6649,.,64_PP,early,12,-,_,1.51515181725364
chr2,166200000,169650000,LRD,-1.0368,.,64_PP,early,12,-,_,1.33972551863331
chr2,170400000,171100000,ERD,0.7393,.,64_PP,early,12,-,_,1.2283417079426
chr2,171150000,171550000,LRD,-0.7942,.,64_PP,early,12,-,_,1.40511368080902
chr2,171600000,176200000,ERD,0.6212,.,64_PP,early,12,-,_,1.4179498661345
chr2,176250000,177700000,LRD,-1.0649,.,64_PP,early,12,-,_,1.34041281796773
chr2,177750000,178500000,ERD,0.6701,.,64_PP,early,12,-,_,1.43119197570202
chr2,182500000,184150000,ERD,1.0939,.,64_PP,early,12,-,_,1.45194678794406
